Municipality,ISTAT Code,Cadastral Code,Year of Construction,Climate Zone,Winter Energy,Sanitary Energy,Global Energy Location,Non-Renewable Global Energy Performance,Renewable Global Energy Performance,Degree Days,CO2 Emission,ID
Caldes,22033,328,1988,F,175.34,24.99,256.03,0.0,0.0,3326,54.33,1682
Caldes,22033,328,1988,F,150.78,23.9,220.44,0.0,0.0,3326,47.37,1683
Caldes,22033,328,1984,F,222.86,25.79,324.03,0.0,0.0,3326,67.5,1684
Croviana,22068,121,2003,F,68.03,25.22,116.18,0.0,0.0,3516,24.93,1685
Rumo,22163,324,1950,F,75.67,3.54,114.05,0.0,0.0,3863,21.52,1686
Cavedine,22053,177,2013,F,32.49,5.91,47.92,0.0,0.0,3177,8.32,1687
Vermiglio,22213,420,2000,F,45.89,26.83,111.71,0.0,0.0,4358,19.33,1688
Spiazzo,22179,246,2013,F,48.08,20.95,87.2,0.0,0.0,3405,18.21,1689
Ronzone,22159,318,1908,F,387.17,29.97,567.93,0.0,0.0,4082,95.94,1690
Campodenno,22037,388,1928,F,662.37,35.15,799.4,0.0,0.0,3224,160.42,1691
Campodenno,22037,388,1928,F,603.47,31.03,732.2,0.0,0.0,3224,144.34,1692
Cavareno,22051,87,1940,F,63.08,0.62,81.41,0.0,0.0,3909,12.85,1693
Bocenago,22018,28,2009,F,75.05,26.63,130.25,0.0,0.0,3561,23.3,1694
Storo,22183,365,1970,F,312.59,30.98,381.19,0.0,0.0,3029,80.0,1695
Segonzano,22172,345,1920,F,328.03,37.67,448.64,0.0,0.0,3420,97.79,1696
Grigno,22095,168,1910,E,213.24,21.38,234.62,0.0,0.0,2801,46.88,1697
Stenico,22182,293,2003,F,14.22,0.0,18.35,0.0,0.0,3411,3.81,1698
Castello Tesino,22048,83,1900,F,391.38,51.5,611.6,0.0,0.0,3955,10.26,1699
Spormaggiore,22180,361,1966,F,175.68,24.12,237.71,0.0,0.0,3272,40.32,1700
Rumo,22163,324,2006,F,31.55,0.18,45.27,0.0,0.0,3863,8.41,1701
Rumo,22163,324,1800,F,35.85,10.95,62.31,0.0,0.0,3863,14.21,1702
Calliano,22035,56,2006,E,53.33,33.92,89.13,0.0,0.0,2686,10.64,1703
Rumo,22163,324,1900,F,71.06,0.0,93.16,0.0,0.0,3863,20.43,1704
Rumo,22163,324,1996,F,28.12,9.5,51.26,0.0,0.0,3863,10.03,1705
Rumo,22163,324,1600,F,285.06,70.86,441.9,0.0,0.0,3863,106.01,1706
Calliano,22035,56,2006,E,59.34,37.6,98.59,0.0,0.0,2686,11.84,1707
Rumo,22163,324,1994,F,48.85,0.97,72.29,0.0,0.0,3863,13.23,1708
Andalo,22005,7,1993,F,25.78,6.12,45.16,0.0,0.0,4016,8.5,1709
Lona-Lases,22108,182,1955,F,18.73,6.46,31.44,0.0,0.0,3388,5.03,1710
RuffrÃ¨-Mendola,22162,323,2006,F,94.0,38.03,186.51,0.0,0.0,4263,31.06,1711
Canal San Bovo,22038,64,1890,F,79.47,0.0,115.24,0.0,0.0,3572,0.0,1712
MalÃ©,22110,209,1900,F,122.36,30.19,193.18,0.0,0.0,3542,34.54,1713
MalÃ©,22110,209,1900,F,159.09,12.0,224.75,0.0,0.0,3542,42.66,1714
Ronzo-Chienis,22135,97,2006,F,78.94,20.99,126.73,0.0,0.0,3837,20.0,1715
Ronzo-Chienis,22135,97,2006,F,93.76,23.37,153.96,0.0,0.0,3837,23.4,1716
Ronzo-Chienis,22135,97,2006,F,68.94,23.37,116.0,0.0,0.0,3837,18.4,1717
MalÃ©,22110,11,1996,F,107.81,11.02,118.84,0.0,0.0,3542,2.0,1718
Terragnolo,22193,390,1900,F,407.4,47.32,595.99,0.0,0.0,3615,90.6,1719
Bocenago,22018,28,1978,F,246.2,64.67,365.8,0.0,0.0,3561,86.71,1720
Peio,22136,92,1985,F,178.35,26.8,325.4,0.0,0.0,4221,32.45,1721
Segonzano,22172,345,2004,F,100.05,6.48,131.54,0.0,0.0,3420,20.11,1722
Grigno,22095,168,2011,E,318.0,22.06,340.0,0.0,0.0,2801,68.6,1723
Ossana,22131,261,1900,F,482.88,74.87,844.14,0.0,0.0,3955,241.62,1724
Croviana,22068,121,1900,F,122.17,22.47,172.67,0.0,0.0,3516,38.4,1725
Croviana,22068,121,1900,F,139.05,22.99,191.21,0.0,0.0,3516,43.02,1726
Grigno,22095,168,1980,E,94.78,24.82,129.68,0.0,0.0,2801,24.4,1727
Giustino,22093,164,2006,F,136.9,27.52,196.19,0.0,0.0,3592,43.5,1728
Cavedago,22052,88,1900,F,231.9,57.8,379.8,0.0,0.0,3739,12.3,1729
Spormaggiore,22180,361,1995,F,71.9,7.9,97.7,0.0,0.0,3272,18.2,1730
Valfloriana,22209,412,1959,F,386.6,6.58,478.23,0.0,0.0,3721,105.2,1731
Calceranica al Lago,22032,53,1900,F,108.47,14.99,138.32,0.0,0.0,3066,24.86,1732
Terzolas,22195,392,1983,F,115.36,20.79,179.92,0.0,0.0,3569,35.8,1733
Fornace,22089,156,1967,F,189.61,23.34,282.69,0.0,0.0,3545,43.0,1734
Giovo,22092,163,1975,F,78.0,17.9,120.1,0.0,0.0,3059,19.2,1735
Caldes,22033,54,1981,F,209.0,0.0,233.3,0.0,0.0,3326,142.4,1736
Giovo,22092,163,1975,F,44.0,17.4,69.4,0.0,0.0,3059,12.3,1737
Tenna,22190,383,1930,F,922.54,62.89,1200.19,0.0,0.0,3173,426.89,1738
Rabbi,22150,300,1900,F,332.97,62.71,571.98,0.0,0.0,4099,171.41,1739
Mezzana,22114,228,1900,F,322.59,56.07,538.36,0.0,0.0,3859,164.04,1740
Spormaggiore,22180,361,1970,F,26.53,1.9,34.18,0.0,0.0,3272,5.76,1741
Pomarolo,22144,283,2003,E,63.68,25.61,91.46,0.0,0.0,2716,18.24,1742
Tenna,22190,383,1930,F,836.36,62.89,1087.85,0.0,0.0,3173,389.56,1743
Fornace,22089,156,1976,F,256.65,25.48,341.2,0.0,0.0,3545,56.88,1744
Sover,22177,358,1950,F,15.33,23.59,49.0,0.0,0.0,3687,8.07,1745
Andalo,22005,7,1979,F,41.76,36.28,107.41,0.0,0.0,4016,15.59,1746
Andalo,22005,7,1976,F,48.19,25.72,106.39,0.0,0.0,4016,14.77,1747
Andalo,22005,7,1991,F,46.36,31.64,100.09,0.0,0.0,4016,15.59,1748
Samone,22165,329,1900,F,120.0,6.6,155.1,0.0,0.0,3441,11.4,1749
Nomi,22128,255,1900,E,146.89,28.7,175.05,0.0,0.0,2674,37.66,1750
Samone,22165,329,1900,F,102.0,6.5,134.0,0.0,0.0,3441,6.1,1751
Terragnolo,22193,390,2002,F,101.14,33.08,179.92,0.0,0.0,3615,48.0,1752
Trambileno,22203,404,1993,F,83.52,24.35,126.33,0.0,0.0,3210,29.0,1753
Trambileno,22203,404,1993,F,65.66,30.09,115.27,0.0,0.0,3210,27.0,1754
Pomarolo,22144,283,1900,E,374.74,22.8,402.48,0.0,0.0,2716,82.0,1755
Novaledo,22129,257,1965,F,533.74,24.8,644.65,0.0,0.0,3026,131.0,1756
MalÃ©,22110,209,1980,F,36.14,25.2,75.9,0.0,0.0,3542,20.0,1757
Volano,22224,442,1960,E,352.56,41.49,395.55,0.0,0.0,2689,90.63,1758
Novaledo,22129,257,1996,F,165.75,21.6,215.76,0.0,0.0,3026,45.0,1759
Stenico,22182,434,1992,F,53.56,1.42,73.0,0.0,0.0,3411,14.67,1760
Stenico,22182,434,1992,F,51.16,1.12,67.84,0.0,0.0,3411,13.98,1761
Tenno,22191,384,2000,F,66.05,29.8,105.18,0.0,0.0,3058,22.5,1762
MalÃ©,22110,209,1900,F,59.46,0.87,76.55,0.0,0.0,3542,15.94,1763
Isera,22098,174,2008,E,116.31,38.4,156.53,0.0,0.0,2773,30.89,1764
Terzolas,22195,392,2003,F,103.8,56.3,192.6,0.0,0.0,3569,30.8,1765
Ronchi Valsugana,22157,314,1970,F,55.63,7.16,107.75,0.0,0.0,3601,13.0,1766
Cavedine,22053,177,1950,F,491.57,65.27,615.76,0.0,0.0,3177,143.07,1767
Canal San Bovo,22038,64,1945,F,296.74,47.63,431.71,0.0,0.0,3572,90.93,1768
MalÃ©,22110,209,1980,F,40.45,25.74,82.48,0.0,0.0,3542,22.0,1769
Mezzana,22114,228,1978,F,94.2,41.9,183.3,0.0,0.0,3859,35.2,1770
Ton,22200,217,2003,F,180.11,23.15,235.9,0.0,0.0,3143,46.74,1771
Vignola-Falesina,22216,425,1978,F,550.93,60.79,892.8,0.0,0.0,3926,387.0,1772
Calliano,22035,56,1900,E,727.16,62.89,790.05,0.0,0.0,2686,342.25,1773
Isera,22098,214,1780,E,69.25,6.63,77.43,0.0,0.0,2773,20.12,1774
Vallarsa,22210,413,1939,F,228.98,11.76,297.26,0.0,0.0,3520,44.6,1775
Cimone,22058,101,2007,F,117.0,26.5,166.9,0.0,0.0,3218,29.0,1776
Fai della Paganella,22081,144,1960,F,113.1,20.94,187.68,0.0,0.0,3884,50.0,1777
Castello Tesino,22048,83,1920,F,448.48,69.3,634.49,0.0,0.0,3955,134.08,1778
Mezzana,22114,228,1982,F,196.2,24.7,282.1,0.0,0.0,3859,49.4,1779
Tenno,22191,384,1900,F,216.26,65.22,312.2,0.0,0.0,3058,79.74,1780
Sover,22177,358,1987,F,283.1,36.3,426.3,0.0,0.0,3687,63.7,1781
Novaledo,22129,257,1900,F,199.06,29.86,250.29,0.0,0.0,3026,46.17,1782
Romeno,22155,327,1990,F,127.8,9.7,191.1,0.0,0.0,3890,1.5,1783
Trambileno,22203,404,1995,F,290.08,20.51,372.09,0.0,0.0,3210,100.0,1784
Nogaredo,22127,253,1975,E,141.09,0.0,144.06,0.0,0.0,2731,62.0,1785
Nomi,22128,255,2000,E,88.72,52.1,141.47,0.0,0.0,2674,41.89,1786
Pelugo,22138,271,2013,F,8.5,1.35,9.85,0.0,0.0,3408,0.25,1787
Ossana,22131,261,1970,F,57.42,1.29,86.65,0.0,0.0,3955,15.66,1788
Volano,22224,442,1900,E,227.75,20.57,248.94,0.0,0.0,2689,50.02,1789
Caderzone Terme,22029,49,1700,F,169.5,47.3,242.3,0.0,0.0,3519,56.8,1790
Vermiglio,22213,420,2004,F,637.4,63.3,1062.9,0.0,0.0,4358,88.1,1791
Bocenago,22018,28,1996,F,111.4,39.6,185.8,0.0,0.0,3561,33.9,1792
Giustino,22093,164,1995,F,91.4,42.0,163.9,0.0,0.0,3592,35.0,1793
Stenico,22182,434,1972,F,203.68,55.4,316.48,0.0,0.0,3411,25.13,1794
Isera,22098,174,1970,E,14.9,22.01,38.3,0.0,0.0,2773,9.0,1795
Pelugo,22138,271,2004,F,115.9,22.44,170.53,0.0,0.0,3408,37.35,1796
Isera,22098,174,1970,E,31.7,21.61,54.75,0.0,0.0,2773,13.0,1797
Spiazzo,22179,38,1994,F,58.95,24.76,97.86,0.0,0.0,3405,19.1,1798
Fornace,22089,156,1970,F,388.73,38.95,441.8,0.0,0.0,3545,76.16,1799
Cavedine,22053,177,1970,F,225.41,68.83,328.1,0.0,0.0,3177,90.53,1800
Caderzone Terme,22029,49,1967,F,274.18,62.89,454.53,0.0,0.0,3519,196.9,1801
Molveno,22120,240,2012,F,30.08,10.33,56.6,0.0,0.0,3740,10.7,1802
Ronchi Valsugana,22157,314,1970,F,37.82,6.97,57.06,0.0,0.0,3601,0.23,1803
Ronchi Valsugana,22157,314,1970,F,35.27,7.2,55.0,0.0,0.0,3601,0.21,1804
Campodenno,22037,61,2005,F,116.43,27.16,157.89,0.0,0.0,3224,29.05,1805
Croviana,22068,121,2004,F,47.0,31.59,88.75,0.0,0.0,3516,18.07,1806
Spormaggiore,22180,361,1970,F,75.12,33.09,124.81,0.0,0.0,3272,22.04,1807
Spormaggiore,22180,361,1970,F,83.58,26.66,128.5,0.0,0.0,3272,22.29,1808
Ospedaletto,22130,260,2005,E,199.06,24.74,241.25,0.0,0.0,2952,44.72,1809
Spormaggiore,22180,361,1970,F,78.94,23.64,120.95,0.0,0.0,3272,20.75,1810
Spormaggiore,22180,361,1970,F,30.08,1.91,38.58,0.0,0.0,3272,6.48,1811
Volano,22224,442,2003,E,86.68,24.93,112.45,0.0,0.0,2689,22.88,1812
Rabbi,22150,300,1982,F,162.25,37.26,306.13,0.0,0.0,4099,54.09,1813
Pieve Tesino,22142,278,1900,F,177.77,58.26,276.82,0.0,0.0,3706,27.63,1814
Pieve Tesino,22142,278,1900,F,189.51,58.26,277.33,0.0,0.0,3706,27.45,1815
Ronzo-Chienis,22135,97,1965,F,116.06,44.37,214.73,0.0,0.0,3837,32.05,1816
Isera,22098,214,1998,E,104.59,26.01,137.26,0.0,0.0,2773,21.61,1817
PanchiÃ ,22134,264,1983,F,155.7,42.13,242.12,0.0,0.0,3921,23.84,1818
Trambileno,22203,404,1978,F,266.4,64.1,383.3,0.0,0.0,3210,86.1,1819
Nomi,22128,255,1970,E,337.87,25.45,362.54,0.0,0.0,2674,97.21,1820
Nomi,22128,255,1970,E,252.96,25.43,277.67,0.0,0.0,2674,74.48,1821
Isera,22098,214,1900,E,112.04,37.18,151.78,0.0,0.0,2773,30.28,1822
Tenna,22190,383,2007,F,47.48,19.68,79.65,0.0,0.0,3173,13.59,1823
Campodenno,22037,61,1976,F,200.38,11.79,248.81,0.0,0.0,3224,51.0,1824
Denno,22074,131,1971,F,52.72,21.98,81.36,0.0,0.0,3060,15.11,1825
Samone,22165,329,1900,F,282.17,30.89,389.03,0.0,0.0,3441,0.0,1826
Caderzone Terme,22029,49,1970,F,349.94,26.31,452.63,0.0,0.0,3519,99.9,1827
Mezzana,22114,228,1971,F,423.11,32.93,610.48,0.0,0.0,3859,121.3,1828
Cavedago,22052,88,1998,F,44.58,50.84,113.0,0.0,0.0,3739,22.48,1829
Romeno,22155,327,1969,F,257.81,20.01,375.21,0.0,0.0,3890,56.0,1830
Cavedago,22052,88,1998,F,49.28,49.46,117.79,0.0,0.0,3739,23.26,1831
Bocenago,22018,28,1967,F,368.9,23.0,475.93,0.0,0.0,3561,104.1,1832
Cavedine,22053,177,1986,F,420.23,24.21,535.83,0.0,0.0,3177,122.0,1833
Spormaggiore,22180,361,1981,F,51.33,8.35,72.76,0.0,0.0,3272,11.88,1834
Sarnonico,22170,346,1800,F,486.29,37.08,733.19,0.0,0.0,3893,104.29,1835
Sover,22177,358,1900,F,38.63,7.75,70.35,0.0,0.0,3687,9.27,1836
Peio,22136,91,1960,F,236.3,22.7,398.5,0.0,0.0,4221,1.2,1837
Caderzone Terme,22029,49,1960,F,346.21,13.41,442.13,0.0,0.0,3519,150.4,1838
Cavedago,22052,88,1998,F,62.62,55.99,139.94,0.0,0.0,3739,27.94,1839
Cavedago,22052,88,1998,F,68.06,47.9,139.28,0.0,0.0,3739,27.32,1840
Pieve Tesino,22142,278,1800,F,260.61,55.5,412.79,0.0,0.0,3706,63.13,1841
Pieve Tesino,22142,278,1800,F,223.61,55.5,370.0,0.0,0.0,3706,55.73,1842
Rabbi,22150,300,1974,F,135.36,6.41,222.68,0.0,0.0,4099,2.58,1843
Stenico,22182,293,1990,F,116.8,33.3,213.4,0.0,0.0,3411,38.7,1844
Campodenno,22037,202,2013,F,38.67,5.78,52.74,0.0,0.0,3224,9.02,1845
Caldes,22033,54,1950,F,57.83,19.79,92.38,0.0,0.0,3326,15.73,1846
Tenno,22191,111,1950,F,195.86,19.76,230.82,0.0,0.0,3058,43.6,1847
Romeno,22155,327,1850,F,47.93,26.9,103.97,0.0,0.0,3890,15.33,1848
Terragnolo,22193,390,1900,F,62.0,10.9,94.53,0.0,0.0,3615,17.17,1849
Samone,22165,329,2008,F,138.05,19.34,197.33,0.0,0.0,3441,31.44,1850
Peio,22136,92,1950,F,155.15,59.88,313.57,0.0,0.0,4221,79.0,1851
Peio,22136,92,1950,F,166.64,57.44,337.29,0.0,0.0,4221,83.0,1852
Peio,22136,92,1950,F,66.59,26.72,148.47,0.0,0.0,4221,31.0,1853
Peio,22136,92,1950,F,111.44,25.67,213.94,0.0,0.0,4221,44.0,1854
Volano,22224,442,1965,E,27.66,24.23,52.28,0.0,0.0,2689,10.4,1855
Bedollo,22011,20,1950,F,52.73,1.8,74.8,0.0,0.0,4043,11.13,1856
Rabbi,22150,300,1960,F,56.88,5.27,99.43,0.0,0.0,4099,23.0,1857
Giustino,22093,164,1964,F,324.65,26.53,458.14,0.0,0.0,3592,122.0,1858
Giustino,22093,164,1964,F,264.89,26.31,378.47,0.0,0.0,3592,101.0,1859
Giustino,22093,164,1964,F,305.75,26.64,433.11,0.0,0.0,3592,116.0,1860
Giustino,22093,164,1964,F,240.37,26.57,346.12,0.0,0.0,3592,92.0,1861
Giustino,22093,164,1964,F,360.2,28.43,507.29,0.0,0.0,3592,135.0,1862
Castello Tesino,22048,83,1989,F,235.04,41.65,339.89,0.0,0.0,3955,73.55,1863
Castello Tesino,22048,83,1989,F,187.62,41.65,277.54,0.0,0.0,3955,60.9,1864
Spiazzo,22179,246,1993,F,104.74,4.33,141.49,0.0,0.0,3405,21.79,1865
Segonzano,22172,345,1988,F,38.64,8.48,59.15,0.0,0.0,3420,7.72,1866
Ossana,22131,261,1970,F,52.35,5.73,82.92,0.0,0.0,3955,0.76,1867
Segonzano,22172,345,1988,F,30.03,13.44,54.49,0.0,0.0,3420,6.0,1868
Cavareno,22051,87,1980,F,96.38,64.08,199.43,0.0,0.0,3909,54.83,1869
Calliano,22035,56,1900,E,727.16,62.89,790.05,0.0,0.0,2686,342.25,1870
Molveno,22120,240,1900,F,132.72,16.19,210.45,0.0,0.0,3740,3.0,1871
Calliano,22035,56,1900,E,601.28,62.14,663.42,0.0,0.0,2686,287.39,1872
Dambel,22071,124,2009,F,164.08,22.26,233.92,0.0,0.0,3562,11.39,1873
Castello Tesino,22048,83,1970,F,183.28,49.87,310.17,0.0,0.0,3955,61.74,1874
Castello Tesino,22048,83,1970,F,221.04,49.87,355.39,0.0,0.0,3955,71.79,1875
Volano,22224,442,1970,E,25.45,23.72,49.68,0.0,0.0,2689,10.08,1876
Bondone,22021,33,1997,F,12.52,0.44,14.58,0.0,0.0,3514,3.0,1877
Calceranica al Lago,22032,53,1960,F,141.29,23.55,186.2,0.0,0.0,3066,33.38,1878
Garniga Terme,22091,162,1700,F,142.52,15.64,205.7,0.0,0.0,3654,35.44,1879
Cavareno,22051,87,1980,F,71.28,64.08,175.83,0.0,0.0,3909,48.19,1880
Spiazzo,22179,151,1997,F,140.48,20.41,204.48,0.0,0.0,3405,54.54,1881
Mezzana,22114,228,1970,F,205.0,26.9,321.5,0.0,0.0,3859,46.3,1882
Isera,22098,174,1976,E,224.88,23.79,261.89,0.0,0.0,2773,49.7,1883
Canal San Bovo,22038,64,1997,F,132.67,16.5,196.45,0.0,0.0,3572,47.0,1884
Romeno,22155,327,2000,F,85.19,24.06,148.95,0.0,0.0,3890,25.77,1885
Canal San Bovo,22038,64,2006,F,100.4,34.0,171.65,0.0,0.0,3572,42.0,1886
Canal San Bovo,22038,64,2006,F,154.29,33.32,256.8,0.0,0.0,3572,60.0,1887
FiavÃ¨,22083,14,1997,F,180.39,28.57,258.85,0.0,0.0,3434,42.74,1888
Castelnuovo,22049,84,1964,E,63.13,19.78,89.34,0.0,0.0,2934,17.0,1889
Tenno,22191,287,1870,F,321.89,35.15,404.08,0.0,0.0,3058,82.12,1890
Isera,22098,266,1930,E,46.82,2.63,51.25,0.0,0.0,2773,29.14,1891
Ton,22200,427,2012,F,50.54,8.57,69.43,0.0,0.0,3143,17.0,1892
Dambel,22071,124,1973,F,157.84,19.81,205.32,0.0,0.0,3562,45.95,1893
Romeno,22155,327,1900,F,194.44,4.03,238.7,0.0,0.0,3890,52.87,1894
Mezzana,22114,228,1982,F,91.6,25.6,146.2,0.0,0.0,3859,26.3,1895
Sfruz,22173,352,1976,F,256.9,33.28,398.27,0.0,0.0,3974,77.1,1896
Sfruz,22173,352,1976,F,278.15,29.28,422.56,0.0,0.0,3974,81.7,1897
Samone,22165,329,1977,F,68.84,50.63,133.67,0.0,0.0,3441,28.0,1898
Volano,22224,442,1967,E,115.99,21.72,140.77,0.0,0.0,2689,27.2,1899
Sant'Orsola Terme,22168,334,1900,F,49.08,10.62,84.46,0.0,0.0,3729,18.0,1900
RuffrÃ¨-Mendola,22162,323,2014,F,30.68,1.27,67.01,0.0,0.0,4263,7.36,1901
PanchiÃ ,22134,264,1980,F,67.08,24.25,119.02,0.0,0.0,3921,18.25,1902
Ronzone,22159,318,1981,F,667.03,57.11,888.98,0.0,0.0,4082,115.58,1903
Croviana,22068,121,2000,F,93.28,20.05,131.87,0.0,0.0,3516,26.71,1904
Croviana,22068,121,2000,F,43.22,20.54,77.28,0.0,0.0,3516,15.01,1905
Pieve Tesino,22142,278,1900,F,766.89,45.0,979.55,0.0,0.0,3706,0.0,1906
Caldes,22033,54,1900,F,137.46,30.38,205.26,0.0,0.0,3326,44.75,1907
Peio,22136,109,1960,F,512.96,65.22,792.59,0.0,0.0,4221,150.05,1908
Torcegno,22202,401,1972,F,344.88,29.75,577.93,0.0,0.0,3590,6.73,1909
Stenico,22182,363,1917,F,193.8,24.34,266.88,0.0,0.0,3411,58.21,1910
Albiano,22002,3,1996,F,53.81,2.61,68.96,0.0,0.0,3395,11.44,1911
Pieve Tesino,22142,278,1950,F,350.21,69.3,479.33,0.0,0.0,3706,111.48,1912
Soraga di Fassa,22176,356,1900,F,33.21,9.35,71.04,0.0,0.0,4294,8.76,1913
Scurelle,22171,343,1990,E,27.67,17.22,48.17,0.0,0.0,2976,10.0,1914
Soraga di Fassa,22176,356,1900,F,91.34,9.55,164.77,0.0,0.0,4294,20.46,1915
PanchiÃ ,22134,264,1997,F,26.35,1.52,35.0,0.0,0.0,3921,5.47,1916
Rabbi,22150,300,1965,F,187.17,25.5,325.94,0.0,0.0,4099,76.0,1917
Stenico,22182,293,1900,F,340.2,34.9,456.5,0.0,0.0,3411,98.6,1918
Lona-Lases,22108,199,2006,F,88.06,1.62,101.59,0.0,0.0,3388,17.9,1919
Sfruz,22173,352,1997,F,71.55,26.68,142.82,0.0,0.0,3974,22.78,1920
Volano,22224,442,2014,E,163.1,23.28,186.94,0.0,0.0,2689,39.19,1921
Ton,22200,217,1900,F,87.8,23.47,127.39,0.0,0.0,3143,26.25,1922
Ton,22200,217,1900,F,106.8,22.87,148.65,0.0,0.0,3143,30.59,1923
Torcegno,22202,401,1900,F,374.36,63.67,505.09,0.0,0.0,3590,65.62,1924
Ton,22200,217,1900,F,73.84,23.52,111.6,0.0,0.0,3143,22.97,1925
Campodenno,22037,388,1989,F,53.57,2.59,66.31,0.0,0.0,3224,14.0,1926
Bedollo,22011,20,2004,F,185.43,24.33,335.48,0.0,0.0,4043,41.53,1927
Isera,22098,214,1780,E,397.0,21.7,428.1,0.0,0.0,2773,83.9,1928
Isera,22098,214,1780,E,246.4,99.7,352.1,0.0,0.0,2773,62.2,1929
Isera,22098,214,1780,E,215.5,61.5,281.9,0.0,0.0,2773,51.7,1930
Ton,22200,217,1900,F,77.05,23.2,114.37,0.0,0.0,3143,23.65,1931
Ton,22200,217,1900,F,108.18,23.31,147.57,0.0,0.0,3143,31.02,1932
Ton,22200,217,1900,F,122.61,23.29,164.13,0.0,0.0,3143,34.42,1933
Strembo,22184,370,1971,F,170.04,34.19,266.8,0.0,0.0,3505,55.27,1934
Calceranica al Lago,22032,53,1980,F,105.38,37.01,158.25,0.0,0.0,3066,21.18,1935
Segonzano,22172,345,2007,F,77.66,28.01,123.25,0.0,0.0,3420,17.47,1936
Pieve Tesino,22142,278,1950,F,253.47,69.3,422.62,0.0,0.0,3706,89.23,1937
Tenna,22190,383,2003,F,108.27,23.23,160.43,0.0,0.0,3173,26.83,1938
Bocenago,22018,28,1960,F,217.63,62.89,349.19,0.0,0.0,3561,86.33,1939
Bocenago,22018,28,1900,F,166.71,67.13,286.66,0.0,0.0,3561,30.62,1940
Peio,22136,269,1930,F,181.21,11.74,281.39,0.0,0.0,4221,51.58,1941
Calliano,22035,56,1960,E,219.9,22.9,242.2,0.0,0.0,2686,48.5,1942
Bleggio Superiore,22017,181,1900,F,371.42,25.14,457.2,0.0,0.0,3349,105.92,1943
Caldes,22033,330,1920,F,25.31,32.41,67.35,0.0,0.0,3326,15.17,1944
Caldes,22033,330,1920,F,17.34,33.51,58.08,0.0,0.0,3326,13.36,1945
Romeno,22155,327,1987,F,202.0,12.0,278.2,0.0,0.0,3890,43.0,1946
Caldes,22033,330,1920,F,38.31,34.06,86.47,0.0,0.0,3326,19.02,1947
Calceranica al Lago,22032,53,1984,F,106.9,20.8,145.6,0.0,0.0,3066,25.5,1948
Giustino,22093,164,1980,F,176.18,61.84,276.07,0.0,0.0,3592,55.84,1949
Ronzo-Chienis,22135,317,1970,F,271.36,46.76,430.11,0.0,0.0,3837,63.39,1950
Ronzo-Chienis,22135,317,1970,F,142.91,23.01,233.82,0.0,0.0,3837,37.4,1951
Giustino,22093,164,1980,F,235.51,70.38,341.75,0.0,0.0,3592,80.39,1952
Ronzo-Chienis,22135,317,1970,F,117.76,24.66,202.13,0.0,0.0,3837,32.1,1953
Cinte Tesino,22059,102,1980,F,158.89,32.65,253.51,0.0,0.0,3718,16.89,1954
Soraga di Fassa,22176,356,1983,F,92.98,20.29,169.15,0.0,0.0,4294,22.96,1955
Volano,22224,442,1900,E,224.59,26.66,252.26,0.0,0.0,2689,50.62,1956
Vermiglio,22213,420,1980,F,102.27,21.84,170.44,0.0,0.0,4358,32.79,1957
Ronzone,22159,318,1900,F,839.47,41.49,1124.07,0.0,0.0,4082,202.61,1958
Ronzone,22159,318,1900,F,921.74,39.65,1172.86,0.0,0.0,4082,221.11,1959
Soraga di Fassa,22176,356,1993,F,151.06,26.27,275.05,0.0,0.0,4294,36.02,1960
Peio,22136,269,1950,F,54.54,1.11,86.42,0.0,0.0,4221,13.08,1961
Imer,22097,171,1975,F,222.69,26.47,328.08,0.0,0.0,3436,65.8,1962
Segonzano,22172,351,2002,F,164.75,25.97,240.68,0.0,0.0,3420,38.0,1963
Valfloriana,22209,412,1993,F,143.79,34.11,218.14,0.0,0.0,3721,39.0,1964
Calliano,22035,56,2007,E,36.17,23.35,60.03,0.0,0.0,2686,11.89,1965
Cavizzana,22054,89,1984,F,131.44,21.96,201.92,0.0,0.0,3498,41.45,1966
Cavedago,22052,88,1998,F,118.68,41.95,199.28,0.0,0.0,3739,37.86,1967
Nomi,22128,255,2011,E,11.77,19.62,31.52,0.0,0.0,2674,13.6,1968
Caldes,22033,54,2006,F,62.61,10.63,93.87,0.0,0.0,3326,16.5,1969
Frassilongo,22090,160,1974,F,214.58,50.54,304.25,0.0,0.0,3720,47.64,1970
Bocenago,22018,28,1900,F,152.5,33.0,231.2,0.0,0.0,3561,47.9,1971
Caldes,22033,54,2006,F,68.16,11.88,102.91,0.0,0.0,3326,18.02,1972
Volano,22224,442,1960,E,217.71,42.42,261.05,0.0,0.0,2689,52.59,1973
Volano,22224,442,1960,E,236.4,29.61,266.86,0.0,0.0,2689,53.75,1974
Giustino,22093,164,1920,F,126.29,21.09,174.04,0.0,0.0,3592,34.76,1975
Giustino,22093,164,1920,F,160.65,24.39,217.24,0.0,0.0,3592,43.64,1976
Spormaggiore,22180,361,1900,F,290.94,27.86,363.12,0.0,0.0,3272,85.19,1977
Fai della Paganella,22081,144,1960,F,234.96,23.86,341.74,0.0,0.0,3884,52.18,1978
Stenico,22182,434,1969,F,69.13,34.38,116.54,0.0,0.0,3411,14.39,1979
Stenico,22182,434,1969,F,13.81,23.08,41.57,0.0,0.0,3411,3.53,1980
Spormaggiore,22180,361,1900,F,179.51,28.06,244.02,0.0,0.0,3272,55.43,1981
