Municipality,ISTAT Code,Cadastral Code,Year of Construction,Climate Zone,Winter Energy,Sanitary Energy,Global Energy Location,Non-Renewable Global Energy Performance,Renewable Global Energy Performance,Degree Days,CO2 Emission,ID
Dimaro Folgarida,22233,70,2000,F,63.78,54.0,142.2,0.0,0.0,3586,34.07,2905
Dimaro Folgarida,22233,136,1974,F,58.63,64.38,148.6,0.0,0.0,3586,35.33,2906
Dimaro Folgarida,22233,136,1975,F,84.4,94.06,218.07,0.0,0.0,3586,49.06,2907
Ville d'Anaunia,22249,409,2008,F,9.26,1.59,13.74,0.0,0.0,3220,2.33,2908
Cembra Lisignago,22241,93,1998,F,101.1,28.5,165.4,0.0,0.0,3431,29.4,2909
Vallelaghi,22248,385,2002,F,9.89,2.05,13.94,0.0,0.0,3102,2.56,2910
Tre Ville,22247,294,1980,F,236.08,21.98,288.84,0.0,0.0,3192,0.15,2911
Cembra Lisignago,22241,93,1991,F,22.2,0.0,29.8,0.0,0.0,3431,6.0,2912
Primiero San Martino di Castrozza,22245,353,1931,F,173.45,71.28,332.58,0.0,0.0,3584,4.0,2913
Primiero San Martino di Castrozza,22245,405,1995,F,136.81,67.04,318.88,0.0,0.0,3555,46.1,2914
Primiero San Martino di Castrozza,22245,405,1995,F,121.2,53.75,280.63,0.0,0.0,3555,39.7,2915
Primiero San Martino di Castrozza,22245,353,1931,F,143.24,101.44,332.47,0.0,0.0,3584,13.0,2916
Altavalle,22235,146,1900,F,100.5,13.5,136.51,0.0,0.0,3441,1.76,2917
Borgo Chiese,22238,115,1965,F,129.89,41.43,191.64,0.0,0.0,3083,32.83,2918
Cembra Lisignago,22241,93,2014,F,26.3,16.9,52.7,0.0,0.0,3431,8.6,2919
Altopiano della Vigolana,22236,39,1967,F,218.46,49.17,320.57,0.0,0.0,3464,13.3,2920
Ville d'Anaunia,22249,376,1890,F,189.23,26.59,245.36,0.0,0.0,3243,54.52,2921
Cis,22060,104,1900,F,261.39,22.75,351.97,0.0,0.0,3381,76.0,2922
Tre Ville,22247,301,1964,F,459.0,17.03,569.24,0.0,0.0,3234,96.0,2923
Vignola-Falesina,22216,425,1967,F,263.86,64.14,572.31,0.0,0.0,3926,98.0,2924
Pieve di Bono-Prezzo,22234,120,1950,F,540.75,40.28,703.34,0.0,0.0,3193,252.0,2925
Borgo Chiese,22238,99,2006,F,311.06,19.74,397.5,0.0,0.0,3260,66.7,2926
Sella Giudicarie,22246,179,1940,F,219.28,20.25,330.97,0.0,0.0,3533,64.0,2927
Sella Giudicarie,22246,316,1980,F,408.31,23.04,589.52,0.0,0.0,3704,116.0,2928
Madruzzo,22243,52,1990,F,105.25,27.95,143.23,0.0,0.0,3029,1.87,2929
Dimaro Folgarida,22233,136,1980,F,24.91,11.73,39.05,0.0,0.0,3586,9.77,2930
Dimaro Folgarida,22233,136,1997,F,85.78,57.72,156.99,0.0,0.0,3586,32.0,2931
Dimaro Folgarida,22233,136,2009,F,82.07,50.78,142.53,0.0,0.0,3586,35.13,2932
Primiero San Martino di Castrozza,22245,405,1994,F,133.09,7.52,199.5,0.0,0.0,3555,5.0,2933
Dimaro Folgarida,22233,136,1973,F,52.33,148.0,220.91,0.0,0.0,3586,49.59,2934
Dimaro Folgarida,22233,136,1973,F,80.29,150.18,252.36,0.0,0.0,3586,57.29,2935
Dimaro Folgarida,22233,136,1994,F,126.32,48.16,208.49,0.0,0.0,3586,52.69,2936
Dimaro Folgarida,22233,136,1977,F,60.62,124.5,216.96,0.0,0.0,3586,52.74,2937
Primiero San Martino di Castrozza,22245,353,1992,F,106.03,26.21,173.73,0.0,0.0,3584,34.1,2938
Primiero San Martino di Castrozza,22245,399,1900,F,545.2,110.74,804.5,0.0,0.0,3561,117.4,2939
Castel Ivano,22240,359,1925,F,289.13,39.45,381.09,0.0,0.0,3253,69.68,2940
Castel Ivano,22240,372,1962,F,123.98,2.73,150.27,0.0,0.0,3180,25.81,2941
Ville d'Anaunia,22249,376,1900,F,158.58,50.54,246.81,0.0,0.0,3243,45.23,2942
Ville d'Anaunia,22249,376,1977,F,185.45,10.39,235.6,0.0,0.0,3243,55.3,2943
Vallelaghi,22248,262,1960,E,230.39,21.56,258.98,0.0,0.0,2825,52.76,2944
Altopiano della Vigolana,22236,433,1900,F,213.68,20.77,321.65,0.0,0.0,3522,50.0,2945
Altopiano della Vigolana,22236,418,2014,F,28.95,9.58,48.89,0.0,0.0,3466,9.13,2946
Altopiano della Vigolana,22236,39,1969,F,157.41,26.7,218.79,0.0,0.0,3464,184.12,2947
Cis,22060,104,1981,F,71.36,6.38,102.33,0.0,0.0,3381,21.0,2948
Primiero San Martino di Castrozza,22245,353,1974,F,97.28,81.18,242.29,0.0,0.0,3584,0.0,2949
Primiero San Martino di Castrozza,22245,353,1980,F,105.07,23.86,222.85,0.0,0.0,3584,28.8,2950
Primiero San Martino di Castrozza,22245,149,1868,F,170.54,26.45,259.33,0.0,0.0,3498,5.62,2951
Altopiano della Vigolana,22236,39,2004,F,67.16,37.46,127.52,0.0,0.0,3464,19.7,2952
Ville d'Anaunia,22249,249,1960,F,77.98,5.51,95.34,0.0,0.0,3250,24.12,2953
Primiero San Martino di Castrozza,22245,353,1977,F,114.22,65.04,225.07,0.0,0.0,3584,13.0,2954
Borgo Chiese,22238,115,1900,F,119.2,33.42,164.52,0.0,0.0,3083,33.46,2955
Tre Ville,22247,242,1900,F,229.93,20.55,380.54,0.0,0.0,3954,58.0,2956
Madruzzo,22243,52,1986,F,187.9,20.3,234.66,0.0,0.0,3029,47.4,2957
Altavalle,22235,146,1968,F,114.46,10.71,150.14,0.0,0.0,3441,2.26,2958
Sella Giudicarie,22246,316,1950,F,39.09,18.63,77.9,0.0,0.0,3704,12.0,2959
Vallelaghi,22248,385,1957,F,220.07,22.64,288.07,0.0,0.0,3102,52.0,2960
Pieve di Bono-Prezzo,22234,120,1959,F,312.28,16.81,382.13,0.0,0.0,3193,0.0,2961
Cembra Lisignago,22241,93,1950,F,41.4,9.0,67.4,0.0,0.0,3431,10.1,2962
Pieve di Bono-Prezzo,22234,120,1959,F,260.53,14.65,318.62,0.0,0.0,3193,0.0,2963
Pieve di Bono-Prezzo,22234,120,1959,F,306.07,19.48,354.86,0.0,0.0,3193,89.49,2964
Pieve di Bono-Prezzo,22234,120,1959,F,305.17,16.75,373.85,0.0,0.0,3193,0.0,2965
Pieve di Bono-Prezzo,22234,120,1959,F,310.19,15.55,378.62,0.0,0.0,3193,0.0,2966
Pieve di Bono-Prezzo,22234,120,1959,F,262.69,14.67,321.82,0.0,0.0,3193,0.0,2967
Pieve di Bono-Prezzo,22234,120,1959,F,258.83,14.65,316.59,0.0,0.0,3193,0.0,2968
Sella Giudicarie,22246,316,1960,F,71.76,30.8,140.45,0.0,0.0,3704,28.0,2969
Valdaone,22232,288,1900,F,113.79,44.99,205.5,0.0,0.0,3615,43.0,2970
Madruzzo,22243,183,1976,F,92.3,30.25,134.03,0.0,0.0,3108,25.68,2971
Altopiano della Vigolana,22236,433,1800,F,101.02,20.6,146.72,0.0,0.0,3522,26.51,2972
Altopiano della Vigolana,22236,418,1900,F,29.82,5.27,44.3,0.0,0.0,3466,6.91,2973
Cis,22060,104,1981,F,231.59,21.65,321.74,0.0,0.0,3381,70.56,2974
Primiero San Martino di Castrozza,22245,405,1965,F,24.81,8.53,52.71,0.0,0.0,3555,3.0,2975
Ville d'Anaunia,22249,376,1984,F,63.01,2.51,89.06,0.0,0.0,3220,16.0,2976
Madruzzo,22243,183,1993,F,126.44,32.55,177.15,0.0,0.0,3108,45.05,2977
Vallelaghi,22248,422,1996,E,92.14,27.74,131.15,0.0,0.0,2991,32.0,2978
Madruzzo,22243,52,1910,F,846.05,55.85,1012.4,0.0,0.0,3029,391.0,2979
Madruzzo,22243,52,1910,F,728.65,46.33,870.69,0.0,0.0,3029,336.0,2980
Vallelaghi,22248,422,1900,E,173.88,24.14,211.73,0.0,0.0,2991,49.0,2981
Tre Ville,22247,242,1995,F,191.83,18.6,299.32,0.0,0.0,3954,42.0,2982
Porte di Rendena,22244,431,1964,F,196.49,18.02,265.63,0.0,0.0,3345,56.7,2983
Vallelaghi,22248,385,1700,F,171.19,30.92,233.17,0.0,0.0,3102,1.0,2984
Ville d'Anaunia,22249,409,1900,F,97.29,12.74,131.51,0.0,0.0,3220,24.07,2985
Vallelaghi,22248,119,2005,F,75.55,31.08,116.78,0.0,0.0,3102,24.14,2986
Sella Giudicarie,22246,316,2015,F,44.0,8.45,66.76,0.0,0.0,3704,10.56,2987
Sella Giudicarie,22246,32,1960,F,68.69,44.43,138.44,0.0,0.0,3675,26.58,2988
Altopiano della Vigolana,22236,94,1940,F,92.31,24.07,147.24,0.0,0.0,3674,21.9,2989
Altopiano della Vigolana,22236,39,2004,F,42.12,28.45,85.88,0.0,0.0,3464,13.3,2990
Cembra Lisignago,22241,93,2000,F,105.92,20.49,163.68,0.0,0.0,3431,25.0,2991
Porte di Rendena,22244,176,1980,F,197.5,18.35,257.25,0.0,0.0,3339,52.67,2992
Valdaone,22232,125,1990,F,40.63,17.62,72.39,0.0,0.0,3587,13.96,2993
Sella Giudicarie,22246,32,1960,F,134.52,33.62,218.42,0.0,0.0,3675,36.91,2994
Sella Giudicarie,22246,32,1960,F,262.65,33.47,360.8,0.0,0.0,3675,62.71,2995
Castel Ivano,22240,359,2015,F,14.8,1.94,19.96,0.0,0.0,3253,1.0,2996
Madruzzo,22243,183,2012,F,38.73,11.21,58.28,0.0,0.0,3108,10.04,2997
Madruzzo,22243,183,2012,F,26.07,10.13,42.26,0.0,0.0,3108,7.29,2998
Ville d'Anaunia,22249,376,2015,F,39.74,6.55,57.63,0.0,0.0,3243,9.0,2999
Vallelaghi,22248,262,1920,E,297.61,51.48,363.49,0.0,0.0,2825,89.51,3000
Vallelaghi,22248,385,2008,F,50.3,0.7,51.0,0.0,0.0,3102,8.8,3001
Madruzzo,22243,183,1950,F,67.35,25.65,104.51,0.0,0.0,3108,21.0,3002
Vallelaghi,22248,262,1998,E,86.96,21.78,114.26,0.0,0.0,2825,24.92,3003
Valdaone,22232,21,1960,F,207.15,40.36,288.48,0.0,0.0,3384,3.91,3004
Altopiano della Vigolana,22236,94,1850,F,139.4,37.59,227.01,0.0,0.0,3674,0.14,3005
Castel Ivano,22240,435,1997,E,223.49,31.51,273.3,0.0,0.0,2946,52.0,3006
Castel Ivano,22240,435,1997,E,190.95,30.9,237.6,0.0,0.0,2946,45.0,3007
ContÃ ,22242,152,1970,F,42.57,15.15,72.49,0.0,0.0,3288,12.0,3008
Sella Giudicarie,22246,316,1940,F,349.8,19.67,514.77,0.0,0.0,3704,77.0,3009
Cis,22060,104,1900,F,461.96,43.64,607.13,0.0,0.0,3381,129.64,3010
Altopiano della Vigolana,22236,433,2004,F,19.15,44.52,73.07,0.0,0.0,3522,15.16,3011
Borgo Chiese,22238,115,1998,F,48.72,35.94,93.68,0.0,0.0,3083,20.05,3012
Tre Ville,22247,294,1980,F,102.63,13.54,133.93,0.0,0.0,3192,25.15,3013
Castel Ivano,22240,359,1900,F,231.65,25.02,307.72,0.0,0.0,3253,68.33,3014
Ville d'Anaunia,22249,376,2015,F,15.99,6.11,28.9,0.0,0.0,3243,4.0,3015
Borgo Chiese,22238,115,1969,F,36.71,7.72,49.74,0.0,0.0,3083,8.4,3016
Altopiano della Vigolana,22236,433,2015,F,39.39,8.89,60.94,0.0,0.0,3522,9.95,3017
Tre Ville,22247,242,1984,F,152.6,47.84,234.18,0.0,0.0,3954,48.61,3018
Madruzzo,22243,52,1996,F,132.8,27.3,177.8,0.0,0.0,3029,32.0,3019
Madruzzo,22243,52,1996,F,144.3,14.6,163.9,0.0,0.0,3029,36.5,3020
Valdaone,22232,125,1930,F,158.41,28.85,242.49,0.0,0.0,3587,47.23,3021
Madruzzo,22243,52,1967,F,631.11,388.31,1083.19,0.0,0.0,3029,261.39,3022
Pieve di Bono-Prezzo,22234,284,1926,F,637.86,34.59,782.76,0.0,0.0,3193,175.01,3023
Madruzzo,22243,52,1800,F,478.99,74.9,600.85,0.0,0.0,3029,105.7,3024
Castel Ivano,22240,435,2006,E,57.87,21.43,85.93,0.0,0.0,2946,16.2,3025
Ville d'Anaunia,22249,409,1963,F,69.87,20.92,113.42,0.0,0.0,3220,18.4,3026
Ville d'Anaunia,22249,376,1860,F,243.77,30.14,329.0,0.0,0.0,3243,54.72,3027
Castel Ivano,22240,372,1995,F,154.03,18.77,183.22,0.0,0.0,3180,34.53,3028
Sella Giudicarie,22246,179,1900,F,159.32,25.61,242.92,0.0,0.0,3533,39.63,3029
Ville d'Anaunia,22249,376,1989,F,212.56,19.97,282.21,0.0,0.0,3243,48.0,3030
Amblar-Don,22237,6,1973,F,175.01,29.98,286.27,0.0,0.0,3920,53.56,3031
Pieve di Bono-Prezzo,22234,120,1980,F,143.56,23.35,197.37,0.0,0.0,3193,35.68,3032
ContÃ ,22242,122,1974,F,43.79,11.14,66.42,0.0,0.0,3283,12.98,3033
Cembra Lisignago,22241,93,1850,F,189.62,25.85,270.77,0.0,0.0,3431,42.9,3034
Altavalle,22235,169,2003,F,31.37,15.32,60.69,0.0,0.0,3718,10.44,3035
Altavalle,22235,169,2003,F,136.81,62.59,249.33,0.0,0.0,3718,43.51,3036
Porte di Rendena,22244,176,1985,F,63.86,4.6,86.01,0.0,0.0,3339,28.0,3037
Pieve di Bono-Prezzo,22234,120,1978,F,69.51,17.66,101.18,0.0,0.0,3193,19.33,3038
Pieve di Bono-Prezzo,22234,120,1920,F,204.32,33.87,273.99,0.0,0.0,3193,50.66,3039
Valdaone,22232,21,1977,F,360.93,59.46,522.73,0.0,0.0,3384,118.69,3040
Castel Ivano,22240,359,1988,F,98.29,30.18,149.51,0.0,0.0,3253,28.61,3041
Castel Ivano,22240,372,1950,F,44.84,25.34,84.95,0.0,0.0,3180,14.27,3042
Borgo Lares,22239,29,2014,F,45.67,12.13,66.88,0.0,0.0,3288,19.29,3043
Porte di Rendena,22244,431,1993,F,169.99,29.35,244.47,0.0,0.0,3345,52.9,3044
Ville d'Anaunia,22249,376,1996,F,93.7,6.08,119.19,0.0,0.0,3243,19.9,3045
Tre Ville,22247,301,1600,F,301.45,63.92,435.1,0.0,0.0,3234,158.3,3046
Castel Ivano,22240,372,1988,F,29.04,2.75,38.14,0.0,0.0,3180,28.6,3047
Cembra Lisignago,22241,93,1985,F,133.19,26.16,200.2,0.0,0.0,3431,43.0,3048
Ville d'Anaunia,22249,376,1920,F,80.01,9.28,102.68,0.0,0.0,3243,22.85,3049
Ville d'Anaunia,22249,376,1970,F,109.66,12.83,146.59,0.0,0.0,3243,32.12,3050
Altavalle,22235,146,2015,F,29.81,12.85,50.52,0.0,0.0,3441,0.0,3051
Castel Ivano,22240,359,1970,F,248.38,37.53,335.73,0.0,0.0,3253,79.61,3052
Cis,22060,104,1960,F,151.22,55.97,250.75,0.0,0.0,3381,16.1,3053
Borgo Chiese,22238,115,1900,F,474.5,41.87,592.76,0.0,0.0,3083,224.0,3054
Tre Ville,22247,302,1978,F,157.36,35.22,336.94,0.0,0.0,3234,54.0,3055
Borgo Chiese,22238,99,1800,F,164.37,27.41,229.02,0.0,0.0,3260,36.0,3056
Cembra Lisignago,22241,93,2015,F,22.3,11.0,45.5,0.0,0.0,3431,6.6,3057
Castel Ivano,22240,359,1960,F,61.78,4.7,80.51,0.0,0.0,3253,13.36,3058
Castel Ivano,22240,372,1957,F,177.09,33.1,231.32,0.0,0.0,3180,43.88,3059
ContÃ ,22242,122,2015,F,49.7,9.54,73.85,0.0,0.0,3283,12.0,3060
Ville d'Anaunia,22249,409,1906,F,174.25,2636.0,235.59,0.0,0.0,3220,42.4,3061
Valdaone,22232,125,1920,F,1190.15,80.76,1574.33,0.0,0.0,3587,325.87,3062
Sella Giudicarie,22246,316,1960,F,113.96,34.51,203.28,0.0,0.0,3704,40.0,3063
Tre Ville,22247,301,1983,F,127.94,60.24,221.36,0.0,0.0,3234,51.0,3064
Borgo Chiese,22238,115,2007,F,39.39,1.73,50.57,0.0,0.0,3083,18.0,3065
Tre Ville,22247,302,1970,F,117.77,95.55,231.86,0.0,0.0,3234,55.89,3066
Ville d'Anaunia,22249,409,2015,F,50.25,5.08,70.98,0.0,0.0,3220,11.4,3067
Tre Ville,22247,302,1975,F,141.44,52.63,395.73,0.0,0.0,3234,52.0,3068
Ville d'Anaunia,22249,376,1870,F,214.04,18.39,284.43,0.0,0.0,3243,64.36,3069
Ville d'Anaunia,22249,409,1965,F,45.61,9.19,66.46,0.0,0.0,3220,12.5,3070
Valdaone,22232,125,1930,F,12.8,0.8,17.8,0.0,0.0,3587,3.63,3071
Castel Ivano,22240,372,1920,F,492.16,53.41,616.57,0.0,0.0,3180,139.89,3072
Tre Ville,22247,302,1965,F,59.85,116.5,253.34,0.0,0.0,3234,66.0,3073
Ville d'Anaunia,22249,409,1950,F,286.1,28.62,369.21,0.0,0.0,3220,62.97,3074
Castel Ivano,22240,435,1970,E,174.94,27.83,216.91,0.0,0.0,2946,40.35,3075
Porte di Rendena,22244,431,1900,F,158.13,11.92,203.92,0.0,0.0,3345,46.89,3076
Castel Ivano,22240,372,1970,F,47.38,22.53,80.67,0.0,0.0,3180,15.96,3077
Altavalle,22235,146,1900,F,608.29,51.49,822.85,0.0,0.0,3441,286.0,3078
Tre Ville,22247,302,1997,F,129.37,22.42,286.68,0.0,0.0,3234,38.0,3079
Altavalle,22235,146,1960,F,207.97,26.25,296.14,0.0,0.0,3441,63.0,3080
Tre Ville,22247,301,2014,F,35.9,10.4,58.2,0.0,0.0,3234,9.3,3081
Castel Ivano,22240,435,2009,E,40.12,9.59,54.59,0.0,0.0,2946,0.6,3082
Tre Ville,22247,301,2013,F,34.87,5.25,47.76,0.0,0.0,3234,1.2,3083
Vignola-Falesina,22216,426,2015,F,39.2,18.4,79.8,0.0,0.0,3926,11.3,3084
Valdaone,22232,288,1900,F,692.0,42.6,988.69,0.0,0.0,3615,318.0,3085
Pieve di Bono-Prezzo,22234,120,1900,F,129.79,5.22,163.77,0.0,0.0,3193,27.3,3086
Castel Ivano,22240,372,1900,F,74.02,0.0,86.99,0.0,0.0,3180,18.98,3087
Castel Ivano,22240,435,1900,E,48.49,7.49,58.55,0.0,0.0,2946,11.18,3088
Tre Ville,22247,302,1971,F,134.49,30.39,303.58,0.0,0.0,3234,44.0,3089
Sella Giudicarie,22246,316,1960,F,151.38,17.83,227.27,0.0,0.0,3704,45.0,3090
Porte di Rendena,22244,431,1993,F,62.61,34.4,115.67,0.0,0.0,3345,28.1,3091
Cembra Lisignago,22241,93,1989,F,120.73,28.63,172.59,0.0,0.0,3431,29.83,3092
Porte di Rendena,22244,431,2002,F,90.5,24.86,139.19,0.0,0.0,3345,32.2,3093
Sella Giudicarie,22246,316,1970,F,264.67,22.74,388.08,0.0,0.0,3704,65.0,3094
Amblar-Don,22237,137,1800,F,485.91,51.89,674.13,0.0,0.0,3906,137.9,3095
Amblar-Don,22237,137,1800,F,189.87,24.46,255.78,0.0,0.0,3906,60.34,3096
Sella Giudicarie,22246,316,2000,F,42.64,0.05,53.92,0.0,0.0,3704,10.0,3097
Valdaone,22232,125,1940,F,236.52,43.11,310.92,0.0,0.0,3587,69.18,3098
Borgo Chiese,22238,99,1967,F,378.43,18.43,501.6,0.0,0.0,3260,91.0,3099
Valdaone,22232,125,1986,F,201.83,38.66,295.19,0.0,0.0,3587,67.05,3100
Tre Ville,22247,301,2015,F,38.82,10.02,58.85,0.0,0.0,3234,9.9,3101
Borgo Chiese,22238,115,1850,F,61.08,36.65,109.52,0.0,0.0,3083,18.4,3102
Amblar-Don,22237,137,1900,F,256.91,32.0,426.54,0.0,0.0,3906,58.0,3103
Amblar-Don,22237,137,1900,F,358.82,61.8,613.37,0.0,0.0,3906,98.0,3104
Amblar-Don,22237,137,1981,F,78.69,6.11,121.93,0.0,0.0,3906,2.0,3105
Borgo Lares,22239,446,1850,F,536.41,37.75,673.41,0.0,0.0,3319,147.22,3106
PalÃ¹ del Fersina,22133,263,1992,F,247.83,8.48,444.57,0.0,0.0,4512,67.0,3107
Frassilongo,22090,160,2004,F,186.54,22.83,263.69,0.0,0.0,3720,51.65,3108
Porte di Rendena,22244,438,1900,F,306.44,44.7,434.83,0.0,0.0,3339,152.11,3109
Altavalle,22235,169,1900,F,172.01,50.9,295.25,0.0,0.0,3718,43.7,3110
Cembra Lisignago,22241,93,1900,F,26.51,0.0,32.22,0.0,0.0,3431,5.37,3111
ContÃ ,22242,152,1950,F,313.97,43.02,440.71,0.0,0.0,3288,82.0,3112
Porte di Rendena,22244,438,2011,F,48.45,23.81,91.3,0.0,0.0,3339,16.74,3113
Porte di Rendena,22244,438,2011,F,35.54,23.88,74.65,0.0,0.0,3339,13.76,3114
Porte di Rendena,22244,438,2011,F,78.4,23.81,129.88,0.0,0.0,3339,23.69,3115
Porte di Rendena,22244,438,2011,F,50.71,20.33,88.96,0.0,0.0,3339,16.46,3116
Porte di Rendena,22244,438,2011,F,49.11,20.35,86.62,0.0,0.0,3339,16.09,3117
Valdaone,22232,125,1974,F,523.41,49.48,697.24,0.0,0.0,3587,146.89,3118
Valdaone,22232,125,1900,F,344.33,18.1,479.46,0.0,0.0,3587,84.0,3119
Porte di Rendena,22244,127,2000,F,37.8,61.65,112.88,0.0,0.0,3327,26.28,3120
Porte di Rendena,22244,438,1950,F,489.94,122.77,744.27,0.0,0.0,3339,164.0,3121
Porte di Rendena,22244,419,2015,F,34.4,15.2,58.4,0.0,0.0,3339,0.5,3122
Bresimo,22026,45,1920,F,104.61,27.69,164.09,0.0,0.0,4007,0.41,3123
Porte di Rendena,22244,438,1900,F,331.09,63.87,463.21,0.0,0.0,3339,83.66,3124
Altavalle,22235,167,1850,F,187.73,85.04,317.03,0.0,0.0,3913,55.54,3125
Altavalle,22235,169,1900,F,305.5,30.16,438.07,0.0,0.0,3718,3.57,3126
Altavalle,22235,169,1900,F,355.35,37.16,493.35,0.0,0.0,3718,5.39,3127
Altavalle,22235,146,2009,F,61.64,35.78,118.18,0.0,0.0,3441,21.73,3128
Borgo Chiese,22238,115,2013,F,32.15,4.94,42.56,0.0,0.0,3083,8.37,3129
Borgo Chiese,22238,115,1984,F,107.63,0.0,125.47,0.0,0.0,3083,46.6,3130
Borgo Chiese,22238,115,1984,F,76.11,7.86,96.68,0.0,0.0,3083,0.27,3131
Borgo Chiese,22238,115,1984,F,66.25,8.23,85.63,0.0,0.0,3083,0.21,3132
Porte di Rendena,22244,419,1900,F,488.48,44.52,667.53,0.0,0.0,3339,146.0,3133
Pieve di Bono-Prezzo,22234,120,1975,F,53.41,2.96,65.37,0.0,0.0,3193,11.41,3134
ContÃ ,22242,122,1975,F,161.43,41.28,184.95,0.0,0.0,3283,44.21,3135
Pieve di Bono-Prezzo,22234,120,1960,F,443.08,23.84,571.29,0.0,0.0,3193,98.0,3136
ContÃ ,22242,391,1900,F,286.41,35.81,314.32,0.0,0.0,3164,67.69,3137
Pieve di Bono-Prezzo,22234,120,1990,F,83.77,0.48,99.91,0.0,0.0,3193,25.09,3138
Cembra Lisignago,22241,93,1982,F,111.33,0.0,137.73,0.0,0.0,3431,28.55,3139
Cembra Lisignago,22241,93,1982,F,125.68,0.0,154.3,0.0,0.0,3431,32.22,3140
Amblar-Don,22237,6,1964,F,82.25,30.33,145.34,0.0,0.0,3920,24.43,3141
Borgo Chiese,22238,115,2007,F,13.99,7.23,22.74,0.0,0.0,3083,4.47,3142
Cembra Lisignago,22241,191,2003,F,28.53,4.49,39.18,0.0,0.0,3299,6.31,3143
Amblar-Don,22237,137,1800,F,116.02,7.48,131.21,0.0,0.0,3906,1.24,3144
Borgo Chiese,22238,99,1998,F,24.98,0.53,31.11,0.0,0.0,3260,5.16,3145
Borgo Chiese,22238,115,1900,F,104.49,54.01,176.64,0.0,0.0,3083,33.0,3146
Borgo Chiese,22238,115,1900,F,112.02,39.23,171.4,0.0,0.0,3083,31.0,3147
Cembra Lisignago,22241,93,1900,F,104.62,37.34,171.45,0.0,0.0,3431,31.85,3148
Borgo Lares,22239,29,1993,F,201.36,23.49,270.31,0.0,0.0,3288,58.1,3149
Cembra Lisignago,22241,93,2008,F,32.78,2.9,46.44,0.0,0.0,3431,9.24,3150
Cembra Lisignago,22241,93,2008,F,34.29,2.9,48.12,0.0,0.0,3431,9.62,3151
Cembra Lisignago,22241,93,2008,F,34.57,2.78,47.32,0.0,0.0,3431,9.95,3152
Cembra Lisignago,22241,191,1900,F,183.32,47.07,266.4,0.0,0.0,3299,59.08,3153
Borgo Chiese,22238,99,2013,F,153.16,7.99,205.14,0.0,0.0,3260,38.63,3154
Bresimo,22026,45,1970,F,71.34,1.11,113.35,0.0,0.0,4007,14.4,3155
Pieve di Bono-Prezzo,22234,120,1950,F,43.66,2.12,57.28,0.0,0.0,3193,10.0,3156
Altavalle,22235,169,1800,F,802.85,59.41,1142.85,0.0,0.0,3718,171.82,3157
Altavalle,22235,169,1800,F,918.38,53.74,1292.71,0.0,0.0,3718,193.97,3158
Amblar-Don,22237,6,1982,F,36.61,22.82,79.44,0.0,0.0,3920,0.63,3159
Vignola-Falesina,22216,145,2008,F,29.0,17.99,74.46,0.0,0.0,3926,10.0,3160
Altavalle,22235,146,1987,F,74.58,0.49,95.96,0.0,0.0,3441,20.12,3161
Cembra Lisignago,22241,93,1800,F,57.88,32.8,111.68,0.0,0.0,3431,21.18,3162
Cembra Lisignago,22241,93,1800,F,131.89,23.87,180.71,0.0,0.0,3431,33.77,3163
Altavalle,22235,169,1900,F,377.51,41.92,515.44,0.0,0.0,3718,78.97,3164
Borgo Lares,22239,446,1991,F,194.56,41.3,293.18,0.0,0.0,3319,62.26,3165
Borgo Lares,22239,446,1991,F,196.67,41.47,293.39,0.0,0.0,3319,62.98,3166
Bresimo,22026,45,2015,F,45.52,13.04,102.93,0.0,0.0,4007,14.0,3167
Bresimo,22026,45,1800,F,32.89,4.94,52.62,0.0,0.0,4007,9.9,3168
Bresimo,22026,45,1990,F,75.11,1.71,87.67,0.0,0.0,4007,19.7,3169
Altavalle,22235,146,1981,F,127.3,34.23,185.47,0.0,0.0,3441,33.24,3170
PalÃ¹ del Fersina,22133,263,1967,F,563.17,52.8,951.96,0.0,0.0,4512,157.94,3171
Altavalle,22235,167,2008,F,67.56,11.37,102.91,0.0,0.0,3913,17.11,3172
ContÃ ,22242,152,1990,F,121.62,15.28,141.29,0.0,0.0,3288,36.23,3173
PalÃ¹ del Fersina,22133,263,1988,F,195.43,28.93,343.01,0.0,0.0,4512,60.33,3174
Vignola-Falesina,22216,145,1900,F,123.1,25.14,199.52,0.0,0.0,3926,39.1,3175
Vignola-Falesina,22216,425,2016,F,43.99,2.69,69.87,0.0,0.0,3926,0.0,3176
Bresimo,22026,45,1990,F,145.15,25.62,178.11,0.0,0.0,4007,40.82,3177
Altavalle,22235,169,1850,F,231.54,26.22,307.48,0.0,0.0,3718,56.19,3178
Cavizzana,22054,89,1970,F,28.78,11.4,52.75,0.0,0.0,3498,15.0,3179
ContÃ ,22242,391,1900,F,72.61,25.92,118.92,0.0,0.0,3164,20.0,3180
ContÃ ,22242,391,1920,F,308.37,31.28,321.84,0.0,0.0,3164,70.91,3181
ContÃ ,22242,152,1960,F,245.48,48.43,330.97,0.0,0.0,3288,59.36,3182
ContÃ ,22242,122,1920,F,131.89,7.23,156.38,0.0,0.0,3283,28.94,3183
ContÃ ,22242,152,1980,F,101.74,0.0,122.63,0.0,0.0,3288,26.09,3184
ContÃ ,22242,391,1980,F,41.34,11.94,49.89,0.0,0.0,3164,22.99,3185
Bresimo,22026,45,1955,F,333.9,51.45,435.08,0.0,0.0,4007,167.0,3186
